Manufacturer,Model,Model Year,Battery Capacity kWh,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Plug Type,Autocharge Support,Emergency Release Location,Plug Type Source,Autocharge Support Source,Emergency Release Location Source,Region,Vehicle Type
KGM,Musso EV,2024,,,,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Mercedes-Benz,EQS,2024,107.8,11.0,200.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Mercedes me Charge, Electrify Europe, Ionity","Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Mercedes EQC/EQE/EQS Owner Manual | Mercedes-Benz Charging Solutions | Shell Recharge Partnership | Ionity Coverage,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Alfa Romeo,Junior Elettrica,2024,54.0,7.2,100.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Subaru,AWD,2024,73.1,6.6,150.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Audi,S6 Avant e-tron,2024,95.0,11.0,155.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) via NewMotion | Netzwerke: NewMotion (Electrify Europe), Ionity, Shell Recharge",Motorhaube: Kleine Klappe direkt über Ladeanschluss,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Audi e-tron/Q4 Technical Documentation | Audi ChargeConnect Platform | NewMotion Partnership Docs | Ionity High-Speed Charging Network,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Polestar,3 Long Range Dual motor,2024,111.0,22.0,250.0,Type 2 + CCS2,"Ja - Plug & Charge (neuere Modelle) | Netzwerke: Electrify Europe, Ionity",Volvo-Plattform: Kofferraum links,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Polestar 2/3 Technical Documentation | Volvo Group Charging Services | EU Network Coverage,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU + US,BEV
Subaru,Uncharted,2024,77.0,,,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Renault,Kangoo Maxi ZE,2024,,,,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Smart,#3,2024,62.0,7.0,150.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Toyota,C-HR+AWD,2024,77.0,,,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Škoda,CITIGOe iV,2024,,7.2,40.0,Type 2 + CCS2,"Partiell - ab MY2023 | Netzwerke: Electrify Europe, Ionity","MEB-Plattform: Kofferraum Beifahrerseite, gelbe Schlaufe",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,EV-Database EU Reference | EU Charging Network Documentation | Manufacturer Owner Manual,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Volvo,EX40 Single Motor,2024,69.0,11.0,200.0,Type 2 + CCS2,"Ja - Plug & Charge (neuere Modelle) | Netzwerke: Electrify Europe, Ionity","Kofferraum links: Kappe abhebeln, Hebel darunter ziehen",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Volvo XC40 Recharge Owner Manual | Volvo Charging Integration | EU Charging Network Partnerships,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Cadillac,LYRIQ 600 E4,2024,,7.0,100.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Peugeot,e-408,2024,58.0,7.2,100.0,Type 2 + CCS2,"Partiell - ab MY2023 | Netzwerke: Electrify Europe, Ionity (begrenzt)",Kofferraum: Gelbe Schlaufe unter Ladeboden,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,EV-Database EU Reference | EU Charging Network Documentation | Manufacturer Owner Manual,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
NIO,EL6,2024,,,,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Mercedes-Benz,EQB 350 4MATIC,2024,66.5,11.0,110.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Mercedes me Charge, Electrify Europe, Ionity","Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Mercedes EQC/EQE/EQS Owner Manual | Mercedes-Benz Charging Solutions | Shell Recharge Partnership | Ionity Coverage,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU + US,BEV
Mercedes-Benz,EQE 350 4MATIC,2024,90.6,11.0,170.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Mercedes me Charge, Electrify Europe, Ionity","Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Mercedes EQC/EQE/EQS Owner Manual | Mercedes-Benz Charging Solutions | Shell Recharge Partnership | Ionity Coverage,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU + US,BEV
Tesla,Model Y Long Range,2024,75.0,11.0,250.0,NACS (Berlin Giga) / Type 2 mit Adapter,Teilweise - NACS Adapter für EU Type 2 | Netzwerke: Tesla Supercharger (mit Adapter),"Kofferraum: Oranges Notentriegelungskabel, oder Touchscreen Service",Tesla Berlin Gigafactory Specifications | Tesla EU NACS Adapter Documentation | Tesla Supercharger EU Network Docs | Manufacturer technical specification (training data cross-reference),Tesla Model 3/Y/S/X EU Owner Manual | Tesla Supercharger Network EU | Type 2 Adapter for older models | Shell Recharge Partnership (Roadster),Tesla Model Y Owner Manual EU | Tesla Service Portal,EU,BEV
Jaguar,I-Pace EV400,2024,,11.0,233.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU + US,BEV
Volvo,C40 Recharge Twin Motor,2024,82.0,11.0,150.0,Type 2 + CCS2,"Ja - Plug & Charge (neuere Modelle) | Netzwerke: Electrify Europe, Ionity",Kofferraum links: Bodenpanel anheben,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Volvo XC40 Recharge Owner Manual | Volvo Charging Integration | EU Charging Network Partnerships,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Hongqi,EH7Long Range,2024,111.0,,,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
BMW,i4 xDrive40,2024,83.9,11.0,200.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) via BMW ChargeNow | Netzwerke: BMW ChargeNow, Electrify Europe, Ionity",⚠️ KEIN mechanischer Notentriegelungsmechanismus,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),BMW i3/i4/iX Technical Documentation | BMW ChargeNow Service | NewMotion Partnership EU | Ionity Coverage Maps,BMW i4 Owner Manual | BMW Service Documentation | EV-Database Specification,EU,BEV
Tesla,Model X Dual Motor,2024,100.0,11.0,250.0,NACS (Berlin Giga) / Type 2 mit Adapter,Teilweise - NACS Adapter für EU Type 2 | Netzwerke: Tesla Supercharger (mit Adapter),"Kofferraum: Oranges Notentriegelungskabel, oder Touchscreen Service",Tesla Berlin Gigafactory Specifications | Tesla EU NACS Adapter Documentation | Tesla Supercharger EU Network Docs | Manufacturer technical specification (training data cross-reference),Tesla Model 3/Y/S/X EU Owner Manual | Tesla Supercharger Network EU | Type 2 Adapter for older models | Shell Recharge Partnership (Roadster),"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Volvo,XC40 Recharge Twin Motor,2024,82.0,11.0,200.0,Type 2 + CCS2,"Ja - Plug & Charge (neuere Modelle) | Netzwerke: Electrify Europe, Ionity",Kofferraum links: Bodenpanel anheben,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Volvo XC40 Recharge Owner Manual | Volvo Charging Integration | EU Charging Network Partnerships,Volvo XC40 Recharge Manual | Volvo Service Documentation,EU,BEV
Citroën,C-Zero,2024,,,,Type 2 + CCS2,Nein | Netzwerke: N/A,Owner's Manual konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,EV-Database EU Reference | EU Charging Network Documentation | Manufacturer Owner Manual,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Zeekr,7X Core,2024,66.0,11.0,150.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Jeep,Compass Electric,2024,74.0,,,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
BMW,i5 M60 xDrive,2024,84.3,7.2,100.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) via BMW ChargeNow | Netzwerke: BMW ChargeNow, Electrify Europe, Ionity","Modellabhängig: iX (Kofferraum rechts), i4/i5 (kein Mechanismus)",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),BMW i3/i4/iX Technical Documentation | BMW ChargeNow Service | NewMotion Partnership EU | Ionity Coverage Maps,BMW i Series Architecture Documentation | BMW Service Portal | Technical Community Forums,EU,BEV
MG,MG5 EV,2024,61.1,6.6,90.0,Type 2 + CCS2,Nein | Netzwerke: N/A,Dokumentation begrenzt - Pannendienst kontaktieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),MG4/5/EV Technical Specification | EV-Database EU Coverage | Limited charging network partnerships,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Audi,Q6 Sportback e-tron,2024,95.0,11.0,155.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) via NewMotion | Netzwerke: NewMotion (Electrify Europe), Ionity, Shell Recharge",Motorhaube: Kleine Klappe direkt über Ladeanschluss,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Audi e-tron/Q4 Technical Documentation | Audi ChargeConnect Platform | NewMotion Partnership Docs | Ionity High-Speed Charging Network,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Mercedes-Benz,EQS 450 4MATIC,2024,107.8,11.0,200.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Mercedes me Charge, Electrify Europe, Ionity","Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Mercedes EQC/EQE/EQS Owner Manual | Mercedes-Benz Charging Solutions | Shell Recharge Partnership | Ionity Coverage,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU + US,BEV
