# EV CHARGING DATABASE — EU+US 2024/2025
# Format: Region|Type|Model|Year|Battery(kWh)|AC_kW|DC_kW|Plug|Autocharge:Y/N/P/?|Emergency:…
# Autocharge: Y=yes N=no P=partial ?=unknown | Type: BEV=Battery Electric PHEV=Plug-in Hybrid | '-'=data unavailable

## ABARTH
US|BEV|Electrified G80|2024|87kWh|AC:-|DC:230kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum (E-GMP-Plattform): Rechte Seitenwand, runde Abdeckkappe abziehen oder Dreh-/Zugmechanismus betätigen. Fahrzeug muss entsperrt sein.
US|BEV|GV60 Advanced/Performance|2024|77kWh|AC:11kW|DC:230kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum (E-GMP-Plattform): Rechte Seitenwand, runde Abdeckkappe abziehen oder Dreh-/Zugmechanismus betätigen. Fahrzeug muss entsperrt sein. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|GV60 Standard|2024|77kWh|AC:11kW|DC:230kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum (E-GMP-Plattform): Rechte Seitenwand, runde Abdeckkappe abziehen oder Dreh-/Zugmechanismus betätigen. Fahrzeug muss entsperrt sein. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|Electrified G80|2023|87kWh|AC:-|DC:350kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum (E-GMP-Plattform): Rechte Seitenwand, runde Abdeckkappe abziehen oder Dreh-/Zugmechanismus betätigen. Fahrzeug muss entsperrt sein.
US|BEV|GV60 Advance|2023|77kWh|AC:11kW|DC:233kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum (E-GMP-Plattform): Rechte Seitenwand, runde Abdeckkappe abziehen oder Dreh-/Zugmechanismus betätigen. Fahrzeug muss entsperrt sein. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|GV60 Performance|2023|77kWh|AC:11kW|DC:233kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum (E-GMP-Plattform): Rechte Seitenwand, runde Abdeckkappe abziehen oder Dreh-/Zugmechanismus betätigen. Fahrzeug muss entsperrt sein. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
## HONDA
EU|PHEV|Accord|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|CIVIC 4Dr/5Dr|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|CR-V AWD|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|CR-V FWD|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|BEV|e|2024|28.5kWh|AC:6.6kW|DC:50kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|e:Ny1|2024|61.9kWh|AC:11kW|DC:78kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|e Advance|2024|35.5kWh|AC:11kW|DC:50kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|PHEV|Accord|2024|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|CR-V AWD|2024|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|CR-V FWD|2024|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Prologue AWD Elite/Touring|2024|100.1kWh|AC:11kW|DC:50kW|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Prologue FWD|2024|100.1kWh|AC:11kW|DC:50kW|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Accord|2023|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|CR-V AWD|2023|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|CR-V FWD|2023|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Accord|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Accord Sport/Touring|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|CR-V AWD|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Insight|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Insight Touring|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Accord|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Accord Sport/Touring|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Clarity|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Clarity PHEV|2021|35.5kWh|AC:11kW|DC:50kW|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|CR-V AWD|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Insight|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Insight Touring|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Accord|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Clarity|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Clarity PHEV|2020|35.5kWh|AC:11kW|DC:50kW|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|CR-V AWD|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Insight|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Insight Touring|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
US|BEV|Prologue AWD Elite/Touring|2024|100.1kWh|AC:11kW|DC:50kW|CCS1 + J1772|Autocharge:P|Emergency:Ultium-Plattform (Prologue): Notentriegelung nicht öffentlich dokumentiert. Fahrzeug ent-/verriegeln versuchen, Ladevorgang über Display stoppen. Bei weiterhin blockiertem Kabel: Honda Pannendienst kontaktieren.
US|BEV|Prologue FWD|2024|100.1kWh|AC:11kW|DC:50kW|CCS1 + J1772|Autocharge:P|Emergency:Ultium-Plattform (Prologue): Notentriegelung nicht öffentlich dokumentiert. Fahrzeug ent-/verriegeln versuchen, Ladevorgang über Display stoppen. Bei weiterhin blockiertem Kabel: Honda Pannendienst kontaktieren.
US|BEV|Clarity PHEV|2021|35.5kWh|AC:11kW|DC:50kW|J1772 (AC only)|Autocharge:N|Emergency:Ultium-Plattform (Prologue): Notentriegelung nicht öffentlich dokumentiert. Fahrzeug ent-/verriegeln versuchen, Ladevorgang über Display stoppen. Bei weiterhin blockiertem Kabel: Honda Pannendienst kontaktieren.
US|BEV|Clarity PHEV|2020|35.5kWh|AC:11kW|DC:50kW|J1772 (AC only)|Autocharge:N|Emergency:Ultium-Plattform (Prologue): Notentriegelung nicht öffentlich dokumentiert. Fahrzeug ent-/verriegeln versuchen, Ladevorgang über Display stoppen. Bei weiterhin blockiertem Kabel: Honda Pannendienst kontaktieren.
US|BEV|Clarity|2019|-|AC:-|DC:-|CCS1 + J1772 (oder CHAdeMO bei älteren Modellen)|Autocharge:N|Emergency:Ultium-Plattform (Prologue): Notentriegelung nicht öffentlich dokumentiert. Fahrzeug ent-/verriegeln versuchen, Ladevorgang über Display stoppen. Bei weiterhin blockiertem Kabel: Honda Pannendienst kontaktieren.
US|BEV|Clarity PHEV|2019|35.5kWh|AC:11kW|DC:50kW|J1772 (AC only)|Autocharge:N|Emergency:Ultium-Plattform (Prologue): Notentriegelung nicht öffentlich dokumentiert. Fahrzeug ent-/verriegeln versuchen, Ladevorgang über Display stoppen. Bei weiterhin blockiertem Kabel: Honda Pannendienst kontaktieren.
US|BEV|Clarity|2018|-|AC:-|DC:-|CCS1 + J1772 (oder CHAdeMO bei älteren Modellen)|Autocharge:N|Emergency:Ultium-Plattform (Prologue): Notentriegelung nicht öffentlich dokumentiert. Fahrzeug ent-/verriegeln versuchen, Ladevorgang über Display stoppen. Bei weiterhin blockiertem Kabel: Honda Pannendienst kontaktieren.
US|BEV|Clarity PHEV|2018|35.5kWh|AC:11kW|DC:50kW|J1772 (AC only)|Autocharge:N|Emergency:Ultium-Plattform (Prologue): Notentriegelung nicht öffentlich dokumentiert. Fahrzeug ent-/verriegeln versuchen, Ladevorgang über Display stoppen. Bei weiterhin blockiertem Kabel: Honda Pannendienst kontaktieren.
## HONGQI
EU|BEV|E-HS9|2024|99kWh|AC:11kW|DC:140kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|EH7Long Range|2024|111kWh|AC:-|DC:-|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|E-HS7Long Range|2024|111kWh|AC:-|DC:-|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|E-HS7AWD|2024|111kWh|AC:-|DC:-|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
## HYUNDAI
EU|PHEV|Elantra Hybrid/Hybrid Blue|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 5 AWD|2025|84.1kWh|AC:11kW|DC:199kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 5 N|2025|84.1kWh|AC:11kW|DC:199kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 5 RWD|2025|84.1kWh|AC:11kW|DC:199kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 5 Standard Range|2025|63.1kWh|AC:11kW|DC:199kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 6 AWD|2025|77.4kWh|AC:11kW|DC:221kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 6 RWD|2025|77.4kWh|AC:11kW|DC:221kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 6 Standard Range|2025|53.3kWh|AC:11kW|DC:221kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Kona Electric|2025|64.8kWh|AC:11kW|DC:100kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Kona Electric Standard Range|2025|48.5kWh|AC:11kW|DC:100kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Santa Fe Hybrid AWD|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Santa Fe Hybrid FWD|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Sonata Hybrid|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Tucson Hybrid/Hybrid Blue|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|BEV|IONIQ 5RWD|2024|84kWh|AC:11kW|DC:263kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum rechts: Runde Kunststoffkappe abziehen
EU|BEV|IONIQ 6RWD|2024|84kWh|AC:11kW|DC:263kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum rechts: Runde Kunststoffkappe abziehen
EU|BEV|INSTER|2024|46kWh|AC:11kW|DC:85kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum rechts (E-GMP): Kunststoffkappe abziehen
EU|BEV|IONIQ 6 Long Range 2WD|2024|74kWh|AC:11kW|DC:233kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum rechts: Runde Kunststoffkappe abziehen
EU|BEV|IONIQ 5AWD|2024|84kWh|AC:11kW|DC:263kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum rechts: Runde Kunststoffkappe abziehen
EU|BEV|IONIQ 9|2024|106kWh|AC:11kW|DC:250kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum rechts: Runde Kunststoffkappe abziehen
EU|BEV|IONIQ 5 Long Range 2WD|2024|74kWh|AC:11kW|DC:233kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum rechts: Runde Kunststoffkappe abziehen
EU|BEV|Electric|2024|64.8kWh|AC:11kW|DC:94kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum rechts (E-GMP): Kunststoffkappe abziehen
EU|BEV|IONIQ 6|2024|50kWh|AC:11kW|DC:150kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum rechts: Runde Kunststoffkappe abziehen
EU|BEV|IONIQ 5|2024|74kWh|AC:11kW|DC:233kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum rechts: Runde Kunststoffkappe abziehen
EU|BEV|IONIQ|2024|80kWh|AC:11kW|DC:263kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum rechts: Runde Kunststoffkappe abziehen
EU|BEV|IONIQ 6AWD|2024|84kWh|AC:11kW|DC:233kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum rechts: Runde Kunststoffkappe abziehen
EU|BEV|IONIQ 5 Project|2024|84kWh|AC:11kW|DC:233kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum rechts: Runde Kunststoffkappe abziehen
EU|PHEV|Elantra Hybrid/Hybrid Blue|2024|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 5 Long range AWD|2024|77kWh|AC:11kW|DC:199kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 5 Long range RWD|2024|77kWh|AC:11kW|DC:199kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 5 Standard range RWD|2024|58kWh|AC:11kW|DC:199kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 6 Long range AWD|2024|77kWh|AC:11kW|DC:220kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 6 Long range RWD|2024|77kWh|AC:11kW|DC:220kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 6 Standard range RWD|2024|53kWh|AC:11kW|DC:220kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Kona Electric|2024|48kWh|AC:11kW|DC:100kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Nexo|2024|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Santa Fe Hybrid AWD|2024|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Santa Fe Hybrid FWD|2024|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Sonata Hybrid|2024|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Tucson Hybrid/Hybrid Blue|2024|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Tucson Plug-in Hybrid|2024|13kWh|AC:7.2kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Elantra Hybrid/Hybrid Blue|2023|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 6 Long range AWD|2023|77kWh|AC:11kW|DC:220kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 6 Long range RWD|2023|77kWh|AC:11kW|DC:220kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 6 Standard range RWD|2023|53kWh|AC:11kW|DC:220kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Kona Electric|2023|64kWh|AC:7.2kW|DC:75kW|Type 2 + CCS2|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Nexo|2023|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Nexo Blue|2023|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Santa Fe Hybrid/Hybrid Blue|2023|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Santa Fe Plug-in Hybrid|2023|13kWh|AC:3.3kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Sonata Hybrid/Hybrid Blue|2023|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Tucson Hybrid/Hybrid Blue|2023|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Tucson Plug-in Hybrid|2023|13kWh|AC:7.2kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Elantra Hybrid|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Elantra Hybrid Blue|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 5 AWD (Long Range)|2022|84kWh|AC:11kW|DC:220kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 5 RWD|2022|84kWh|AC:11kW|DC:220kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq 5 RWD (Long Range)|2022|84kWh|AC:11kW|DC:220kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq Blue|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq Plug-in Hybrid|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Kona Electric|2022|65.4kWh|AC:11kW|DC:100kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Nexo|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Nexo Blue|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Santa Fe Hybrid|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Santa Fe Hybrid Blue|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Santa Fe Plug-in Hybrid|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Sonata Hybrid|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Sonata Hybrid Blue|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Tucson Hybrid|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Tucson Hybrid Blue|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Tucson Plug-in Hybrid|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Elantra Hybrid|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Elantra Hybrid Blue|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq Blue|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq Electric|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq Plug-in Hybrid|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Kona Electric|2021|65.4kWh|AC:11kW|DC:100kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Nexo|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Nexo Blue|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Santa Fe Hybrid|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Santa Fe Hybrid Blue|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Sonata Hybrid|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Sonata Hybrid Blue|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
EU|PHEV|Ioniq|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs)
